-32.6472,149.2658
-32.6472,149.2658
-17.9336,124.7425
-71.5940,-133.4981
3.0513,134.1182
2.9134,133.8635
2.9134,133.8635
-8.9405,123.0393
7.0042,-155.4094
0.6357,144.9606
0.7866,145.2587
-6.8448,129.7757
-71.5940,-133.4981
-8.9405,123.0393
3.0513,134.1182
2.9134,133.8635
-17.9336,124.7425
0.6357,144.9606
2.9134,133.8635
7.0042,-155.4094
-8.9405,123.0393
7.0042,-155.4094
3.0513,134.1182
2.9134,133.8635
-17.9336,124.7425
0.6357,144.9606
0.7866,145.2587
-71.5940,-133.4981
2.9134,133.8635
0.6779,145.2020
-6.8448,129.7757
1.3930,143.7848
-26.9541,165.4193
-31.9954,163.2422
4.2457,146.5088
-30.5037,152.0247
-30.5037,152.0247
-75.7487,-129.6537
-19.4305,121.9881
-0.4747,140.3544
-25.9379,165.9215
-29.9179,152.4155
-75.7487,-129.6537
-6.2180,-181.6679
-75.7487,-129.6537
-32.6910,163.7500
-30.3525,152.1924
-75.7487,-129.6537
-32.6472,149.2658
-30.5388,152.1627
-24.9540,-188.7350
7.5069,-155.2389
-26.5924,165.7698
-37.4299,163.5849
-3.0728,-152.2172
20.4198,110.6730
-19.4305,121.9881
-32.5529,149.0279
-28.9506,163.0841
-32.5529,149.0279
-31.8364,150.0754
5.4743,-156.3402
20.4198,110.6730
20.4198,110.6730
4.1168,146.1572
4.1168,146.1572
-19.4305,121.9881
20.4198,110.6730
4.1168,146.1572
4.1168,146.1572
20.4198,110.6730
13.0061,148.0505
13.0061,148.0505
13.0061,148.0505
-32.6910,163.7500
-31.9954,163.2422
4.1168,146.1572
20.4198,110.6730
4.1168,146.1572
-27.2583,153.0500
20.4198,110.6730
-23.1789,166.1879
13.1928,-157.1412
24.4207,115.0052
24.4207,115.0052
6.7082,135.9137
-0.0918,147.5919
4.3325,146.6254
-0.0918,147.5919
4.1168,146.1572
-19.4305,121.9881
4.3325,146.6254
-27.2583,153.0500
-23.1789,166.1879
-33.5959,162.8821
13.1928,-157.1412
-0.0918,147.5919
4.1168,146.1572
4.6069,140.7388
-0.0918,147.5919
13.1928,-157.1412
-27.2583,153.0500
-23.1789,166.1879
4.2546,146.5790
-34.0301,164.1315
4.4036,146.8686
-33.5959,162.8821
24.4207,115.0052
14.9626,-153.0235
4.5307,145.7493
3.9793,146.5903
-19.4305,121.9881
-0.0918,147.5919
6.7082,135.9137
4.1811,146.9204
5.1212,140.7325
4.3325,146.6254
-0.0918,147.5919
-65.6570,219.3370
-15.5199,109.3584
18.6688,-182.2104
3.9793,146.5903
-31.0506,134.9254
6.7082,135.9137
-7.5339,125.7946
3.9793,146.5903
-19.4305,121.9881
-0.0918,147.5919
5.1212,140.7325
-65.6570,219.3370
-18.0950,128.4299
4.2446,146.6906
6.7082,135.9137
24.1362,114.8583
7.6756,-162.1858
-8.1181,-187.3541
3.9793,146.5903
-28.0528,160.0179
-31.4028,146.0528
32.0476,114.3025
-2.2043,132.7641
-30.3437,152.2569
7.8482,-155.3280
4.2446,146.6906
6.5460,135.5109
13.0704,-157.5621
4.1001,146.1345
30.4310,110.0549
6.5460,135.5109
-21.6569,-188.8796
6.5994,-155.9202
-31.1486,151.0730
38.7718,117.7352
-19.4305,121.9881
3.3060,71.0640
-32.7828,149.3068
6.5994,-155.9202
24.1362,114.8583
6.5994,-155.9202
24.1362,114.8583
-32.7828,149.3068
-7.4969,125.4929
24.1362,114.8583
4.1168,146.1572
-0.0918,147.5919
-19.4305,121.9881
-19.4305,121.9881
13.8897,-158.0736
4.5393,146.0296
7.0006,135.4492
4.8149,145.2003
-19.4305,121.9881
-19.4305,121.9881
13.4667,-177.5470
-30.8351,85.4145
2.6826,116.8652
0.6955,128.7400
0.8091,127.5481
-6.5702,114.4303
2.6826,116.8652
-16.7826,110.0587
12.5250,95.3975
12.0437,75.6380
14.6895,76.3992
6.4809,71.4314
-19.4305,121.9881
22.9390,110.3185
19.1900,-182.5745
19.8476,87.5331
27.6619,93.7969
15.1225,93.9683
23.7079,89.8497
-18.1127,123.2950
6.6457,-156.8164
-27.4645,164.0752
9.1908,89.0876
-37.8463,160.3693
2.5359,132.2108
-36.3468,98.5157
20.2452,106.7415
-19.4305,121.9881
21.4494,85.1627
20.7412,94.2263
7.6756,-162.1858
15.1937,86.6440
7.5609,80.6817
13.6778,84.5419
7.6756,-162.1858
18.4912,92.0612
-34.4442,94.6505
-2.9907,116.0599
15.4067,82.3715
7.9190,83.4731
2.4810,127.6311
14.0412,88.8404
2.4810,127.6311
14.0791,87.5274
7.3157,85.8149
20.7412,94.2263
13.5416,81.4218
18.6832,92.9846
16.7340,86.4778
13.7265,85.2728
16.4426,90.3160
0.4334,139.2543
6.1768,86.5306
-7.0000,124.1570
16.7340,86.4778
0.5480,138.0739
7.6756,-162.1858
13.6778,84.5419
-34.4442,94.6505
2.4810,127.6311
15.4067,82.3715
2.4810,127.6311
6.4640,87.2980
7.9190,83.4731
18.2280,92.2222
14.0791,87.5274
18.4912,92.0612
-17.6665,119.3662
7.5609,80.6817
0.2828,138.9663
14.9742,89.8511
7.3157,85.8149
14.0412,88.8404
13.5416,81.4218
16.4426,90.3160
0.4334,139.2543
15.1937,86.6440
24.0402,96.5011
15.4353,93.8293
6.1768,86.5306
16.5576,85.3505
15.8369,87.0931
20.7412,94.2263
16.5576,85.3505
16.5576,85.3505
6.1768,86.5306
15.9307,80.0591
20.1377,94.6825
6.1768,86.5306
16.5576,85.3505
16.1458,87.1891
22.6984,78.8528
6.1768,86.5306
16.1458,87.1891
-19.4305,121.9881
18.2099,87.3521
16.5576,85.3505
2.6071,133.0686
2.7450,133.3227
6.5994,-155.9202
-7.1145,129.0488
-18.1482,124.0334
2.6071,133.0686
2.6071,133.0686
14.4822,87.3050
3.1629,-155.1383
-29.3352,163.9114
-27.8217,-190.3856
-19.9053,122.2647
-19.9053,122.2647
16.1458,87.1891
16.1458,87.1891
-19.4305,121.9881
14.4864,-158.1681
-29.5817,135.7594
7.6756,-162.1858
14.2864,-158.0309
6.7409,-154.1540
9.0257,-155.0609
-28.0528,160.0179
8.0385,73.3583
9.0257,-155.0609
-29.5817,135.7594
7.6756,-162.1858
6.7409,-154.1540
10.3366,-156.4163
-28.0528,160.0179
14.2864,-158.0309
8.0385,73.3583
14.4864,-158.1681
29.6743,-174.1375
6.2957,-153.7939
7.6756,-162.1858
9.0257,-155.0609
-29.5817,135.7594
6.2957,-153.7939
10.3366,-156.4163
4.8396,203.2710
9.2018,201.0077
10.7777,-154.7252
8.2056,-160.5697
9.5992,-153.4915
1.8697,-150.5436
7.5065,-152.7522
-27.3154,161.5771
5.6842,-154.2208
7.1036,-152.4277
9.7222,-156.7012
14.3465,-155.9681
-7.1680,-146.1182
-3.8635,-156.2574
12.5203,-157.9713
14.0711,-163.8870
-29.1623,137.5000
14.5257,-156.0835
-24.0144,149.9797
-25.3164,164.1862
12.3996,-151.8040
-27.7023,140.5946
-27.7023,140.5946
17.7666,188.7968
17.7666,188.7968
17.7666,188.7968
2.1713,127.8215
-28.1282,125.0759
33.8557,-188.5471
19.2175,-182.3889
-28.4709,149.2417
-28.1282,125.0759
-9.4357,-183.1671
-36.2205,141.7162
-35.6544,148.1774
-36.2205,141.7162
-38.1777,142.6106
2.5780,192.5562
-37.4703,148.5553
-38.0969,147.4918
-38.0531,141.9311
-34.6830,132.2480
-35.8376,130.0557
-33.9791,127.0234
0.2927,144.4340
-1.8777,207.3553
2.5780,192.5562
-35.6357,142.7237
-27.1718,147.9144
-28.5645,146.1082
-23.4261,149.7797
-27.1433,142.9550
-27.2476,142.9602
-30.8214,158.4281
-34.6830,132.2480
-33.9791,127.0234
-34.0841,127.0088
-32.0625,115.8750
-37.3592,162.4706
-9.4357,-183.1671
-0.0754,-168.6457
7.7129,-151.8872
-35.6544,148.1774
-36.2788,147.1376
-32.5521,149.2017
-36.2205,141.7162
-36.3247,141.7204
-35.6617,129.9466
-35.6617,129.9466
7.7844,-149.5173
0.6760,-169.2760
-40.1114,158.6614
-73.6607,-90.7122
-35.6544,148.1774
-36.2788,147.1376
-32.5521,149.2017
-36.2205,141.7162
-36.3247,141.7204
-40.1114,158.6614
-40.4200,159.0509
-40.3273,159.4888
-31.2743,151.1798
-37.5190,149.1909
-38.1512,148.1316
-38.1375,142.5650
-38.2417,142.5703
-37.3543,162.4298
-32.0833,115.8333
-35.6544,148.1774
